Bonus,Bonus B31/300,BonusB31300,300.0,,,,30.0,31.0,754.8,3.0
Bonus,Bonus B33/300,BonusB33300,300.0,3.0,13.0,25.0,35.0,33.4,855.0,3.0
Bonus,Bonus B35/450,BonusB35450,450.0,4.5,17.0,28.0,,35.0,926.0,
Bonus,Bonus B41/600,BonusB41600,600.0,4.5,14.5,25.0,46.15,41.0,1320.0,3.0
Bonus,Bonus B44/600,BonusB44600,600.0,3.0,15.0,25.0,51.25,44.0,1521.0,3.0
Bonus,Bonus B54/1000,BonusB541000,1000.0,3.0,15.0,25.0,60.0,54.2,2290.0,3.0
Bonus,Bonus B62/1300,BonusB621300,1300.0,3.0,15.0,25.0,79.33333333333333,62.0,3019.0,3.0
Bonus,Bonus B76/2000,BonusB762000,2000.0,3.0,15.0,25.0,70.0,76.0,4500.0,
Bonus,Bonus B82/2300,BonusB822300,2300.0,3.5,15.0,25.0,90.0,82.4,5300.0,3.0
Bonus,Bonus 95,Bonus95,95.0,,,,,18.0,254.0,3.0
Bonus,Bonus 150,Bonus150,150.0,,,,,23.0,415.5,3.0
Bosted,Bosted KE 18/4 EH,BostedKE184EH,18.0,,,,20.0,11.0,95.0,3.0
Bouma,Bouma 20/11,Bouma2011,20.0,5.0,,18.0,16.0,11.0,95.0,3.0
Bouma,Bouma 75/16,Bouma7516,75.0,5.0,,20.0,20.0,16.0,201.0,3.0
Bouma,Bouma 160/20,Bouma16020,160.0,,,,24.0,20.0,314.0,3.0
Braun Windturbinen,Braun Windturbinen ANTARIS 2.5kW,BraunWindturbinenANTARIS25kW,2.7,2.0,12.0,15.0,,3.0,7.0,3.0
Braun Windturbinen,Braun Windturbinen ANTARIS 3.5kW,BraunWindturbinenANTARIS35kW,3.7,2.0,12.0,15.0,,3.5,9.6,3.0
Braun Windturbinen,Braun Windturbinen ANTARIS 5.5kW,BraunWindturbinenANTARIS55kW,6.0,2.0,12.0,15.0,,4.0,12.6,3.0
Braun Windturbinen,Braun Windturbinen ANTARIS 7.5kW,BraunWindturbinenANTARIS75kW,7.5,2.0,12.0,15.0,,5.3,22.1,3.0
Braun Windturbinen,Braun Windturbinen ANTARIS 10.0kW,BraunWindturbinenANTARIS100kW,10.5,2.0,12.0,15.0,,6.5,33.2,3.0
British Enfield Co.,British Enfield Co. Andreau Enfield,BritishEnfieldCoAndreauEnfield,100.0,3.0,13.5,29.0,30.0,24.4,467.6,2.0
Britwind,Britwind H15 Class II,BritwindH15ClassII,15.0,,8.5,,18.5,10.4,85.0,3.0
Britwind,Britwind H15 Class IV,BritwindH15ClassIV,15.0,,6.0,,18.0,13.1,134.8,3.0
Britwind,Britwind R9000,BritwindR9000,5.0,3.0,11.2,60.0,13.75,5.5,23.8,3.0
bwu,bwu BWU 41-500,BwuBWU41500,500.0,4.0,15.0,25.0,50.0,41.0,1320.0,3.0
bwu,bwu BWU 43-600,BwuBWU43600,600.0,4.0,15.0,25.0,50.0,43.0,1452.0,3.0
